sentence1,sentence2,score
"Chinese president arrives in Netherlands for state visit, nuclear summit","Chinese president arrives in Netherlands for state visit, nuclear summit",0.0
North Korea warns foreigners in South to evacuate,North Korea warns foreigners in South to evacuate,0.0
"Jim Wolfcale, the jury foreman and a minister, said, ""This case was both mentally challenging and emotionally exhausting.""","Jim Wolfcale, the jury foreman and a minister, said, ""This case was both mentally challenging and emotionally exhausting.""",0.0
Amazon and the New York attorney general's office have already settled with one of the alleged e-mail forgers.,Amazon and the New York attorney general's office have already settled with one of the alleged e-mail forgers.,0.0
A boy is singing and playing the piano.,A boy is singing and playing the piano.,0.0
She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public.,She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public.,0.0
Indian PM snubs Commonwealth summit,Indian PM snubs Commonwealth summit,0.0
the russian foreign ministry stated that russia has not suspended dialogue.,the russian foreign ministry stated that russia has not suspended dialogue.,0.0
A man plays a piano.,A man plays a piano.,0.0
A woman rides an elephant in front of an adoring crowd.,A woman rides an elephant in front of an adoring crowd.,0.0
a man wearing a grey jacket standing on the side of a street.,a man wearing a grey jacket standing on the side of a street.,0.0
Indian minister killed in head-on collision,Indian minister killed in head-on collision,0.0
Mob kills man for burning Quran,Mob kills man for burning Quran,0.0
"Earlier on Monday, Grant Thornton SpA repeated previous statements that it was ""a victim of fraudulent action"".","Earlier on Monday, Grant Thornton SpA repeated previous statements that it was ""a victim of fraudulent action"".",0.0
"Amnesty International said that over the past 20 years it had collected information about 17,000 disappearances in Iraq.","Amnesty International said that over the past 20 years it had collected information about 17,000 disappearances in Iraq.",0.0
Search narrowed for missing man,Search narrowed for missing man,0.0
The California Farm Bureau did not immediately have an official response to Tuesday's ruling.,The California Farm Bureau did not immediately have an official response to Tuesday's ruling.,0.0
elbaradei stated that this is the last chance to build security in the middle east based on trust and cooperation and not on possession of nuclear weapons.,elbaradei stated that this is the last chance to build security in the middle east based on trust and cooperation and not on possession of nuclear weapons.,0.0
World’s largest building opened in west China,World’s largest building opened in west China,0.0
Watches or warnings could be issued for eastern Cuba later on Thursday.,Watches or warnings could be issued for eastern Cuba later on Thursday.,0.0
A young woman with a black top and a necklace.,A young woman with a black top and a necklace.,0.0
The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.,The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.,0.0
"""They ransacked and burned the two villages completely,"" rebel commander Ousmane Coulibaly told Reuters by satellite phone from the bush.","""They ransacked and burned the two villages completely,"" rebel commander Ousmane Coulibaly told Reuters by satellite phone from the bush.",0.0
A living room with a dining table in the background.,A living room with a dining table in the background.,0.0
"In a statement distributed today, 28 Chechen non-governmental organisations said they would boycott the vote and warned voters to expect fraud.","In a statement distributed today, 28 Chechen non-governmental organisations said they would boycott the vote and warned voters to expect fraud.",0.0
The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.,The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.,0.0
Tan domestic cat under black tarp.,Tan domestic cat under black tarp.,0.0
Severe Gales As Storm Clodagh Hits Britain,Severe Gales As Storm Clodagh Hits Britain,0.0
Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.,Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.,0.0
A man is cutting a fish.,A man is cutting a fish.,0.0
Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange.,Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange.,0.0
"The computers are currently sold in Canada, the United States, and Korea.","The computers are currently sold in Canada, the United States, and Korea.",0.0
The theme song to Cheers: We are all vessels filled with many wonders.,The theme song to Cheers: We are all vessels filled with many wonders.,0.0
This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.,This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.,0.0
A black dog stands in the surf holding a red rubber ball.,A black dog stands in the surf holding a red rubber ball.,0.0
"The department's position threatens to alienate social conservatives, who have provided strong political support for Mr. Ashcroft and President Bush.","The department's position threatens to alienate social conservatives, who have provided strong political support for Mr. Ashcroft and President Bush.",0.0
"The same survey found the median household income rose by $51, when accounting for inflation, to $43,057.","The same survey found the median household income rose by $51, when accounting for inflation, to $43,057.",0.0
Specifically Gnostic.,Specifically Gnostic.,0.0
russian president vladimir putin states that the decision is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty.,russian president vladimir putin states that the decision is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty.,0.0
"One month ago in the same poll, Katz was leading 46 to 40 percent.","One month ago in the same poll, Katz was leading 46 to 40 percent.",0.0
Officials with North Carolina Speedway at Rockingham could not be reached.,Officials with North Carolina Speedway at Rockingham could not be reached.,0.0
Obama is part of the extreme leftwing.,Obama is part of the extreme leftwing.,0.0
'Kony 2012' director hospitalized,'Kony 2012' director hospitalized,0.0
PeopleSoft's board has recommended stockholders reject the offer.,PeopleSoft's board has recommended stockholders reject the offer.,0.0
A young boy in a blue soccer uniform chasing a ball.,A young boy in a blue soccer uniform chasing a ball.,0.0
A man is eating a bowl of cereal.,A man is eating a bowl of cereal.,0.0
A black and a brown dog running in the grass.,A black and a brown dog running in the grass.,0.0
A woman is carrying a kangaroo.,A woman is carrying a kangaroo.,0.0
Protests sweep Brazil despite concession,Protests sweep Brazil despite concession,0.0
"Iran, Tajikistan sign cooperation agreement","Iran, Tajikistan sign cooperation agreement",0.0
"LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.","LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.",0.0
"Hovan did not speak, but his lawyer, John Speranza, said his client ""did not wake up that day"" intending to hurt anyone.","Hovan did not speak, but his lawyer, John Speranza, said his client ""did not wake up that day"" intending to hurt anyone.",0.0
The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.,The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.,0.0
Local Militia Bolsters Islamist Militants in Mali,Local Militia Bolsters Islamist Militants in Mali,0.0
"At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.","At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.",0.0
Residents return to Fallujah,Residents return to Fallujah,0.0
Israel's Peres calls for return to peace talks,Israel's Peres calls for return to peace talks,0.0
"the 5 permanent united nations security council members are britain, china, france, russia and the united states.","the 5 permanent united nations security council members are britain, china, france, russia and the united states.",0.0
